,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,head box_x1,head box_y1,head box_x2,head box_y2,Category
1689,010142083.jpg,1153,783,1251,773,1239,629,1297,612,1355,701,1307,816,1268,621,-1,-1,-1,-1,-1,-1,1377,470,1352,535,1249,497,1292,451,1355,475,1357,451,1242,367,1307,460,sports
1690,048587176.jpg,848,871,1019,830,983,641,1037,608,1128,711,1065,857,1010,625,1031,445,-1,-1,-1,-1,1104,635,1070,581,1043,486,1019,403,1103,484,1165,516,1035,342,1139,474,sports
1691,025677657.jpg,632,490,617,415,642,361,615,357,559,445,557,520,629,359,-1,-1,-1,-1,-1,-1,676,357,654,296,599,265,562,268,573,331,574,365,526,215,586,275,sports
1692,025677657.jpg,-1,-1,-1,-1,311,634,221,685,-1,-1,-1,-1,266,660,134,508,-1,-1,-1,-1,396,373,310,432,209,456,59,559,105,620,-1,-1,62,413,136,485,sports
1693,028487290.jpg,564,640,498,569,529,397,449,453,425,560,420,680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,494,239,458,268,482,359,418,423,396,151,480,253,sports
1694,028487290.jpg,631,414,634,337,637,289,668,291,666,336,666,396,653,290,645,195,-1,-1,-1,-1,605,286,615,243,616,199,673,190,693,238,679,264,626,136,660,189,sports
1695,030728996.jpg,-1,-1,490,600,482,434,465,427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,541,444,481,340,513,217,486,175,-1,-1,587,338,513,72,624,200,sports
1696,080302590.jpg,545,562,504,460,515,393,475,375,447,483,539,605,495,384,-1,-1,-1,-1,-1,-1,500,176,-1,-1,566,235,515,245,457,289,492,230,534,167,584,225,sports
1697,080302590.jpg,217,708,273,592,173,521,89,501,141,577,115,699,131,511,190,351,-1,-1,-1,-1,319,504,280,432,246,355,133,346,-1,-1,-1,-1,166,247,225,309,sports
1698,053916128.jpg,327,534,-1,-1,315,416,271,416,271,491,243,558,293,416,312,317,-1,-1,-1,-1,377,405,366,373,350,323,274,310,252,362,258,387,301,251,348,301,sports
1699,053916128.jpg,684,567,685,475,659,397,618,399,628,465,601,558,639,398,647,290,-1,-1,-1,-1,697,397,691,357,676,290,617,290,595,352,-1,-1,632,231,675,275,sports
1700,018143835.jpg,-1,-1,77,554,108,412,119,429,143,528,136,652,114,421,-1,-1,-1,-1,-1,-1,201,416,138,363,154,294,103,285,67,350,-1,-1,127,200,181,266,sports
1701,018143835.jpg,1097,707,1024,596,900,516,863,513,825,636,705,650,882,515,-1,-1,-1,-1,-1,-1,1088,586,1028,522,974,418,947,394,-1,-1,-1,-1,960,314,1031,396,sports
1702,052516338.jpg,254,632,259,518,264,387,173,376,129,512,87,621,219,382,238,218,-1,-1,-1,-1,338,352,303,282,289,217,186,219,144,302,128,364,213,131,267,198,sports
1703,052516338.jpg,748,508,760,424,766,316,719,316,689,417,693,502,743,316,748,224,-1,-1,-1,-1,820,340,811,285,784,226,711,222,690,294,-1,-1,716,158,767,214,sports
1704,070904626.jpg,-1,-1,302,554,315,410,261,434,198,581,-1,-1,288,422,-1,-1,-1,-1,-1,-1,105,351,213,309,234,214,293,201,319,315,225,375,189,56,285,161,sports
1705,070904626.jpg,1111,432,1113,369,1114,291,1152,286,1147,365,1152,438,1133,289,1130,201,-1,-1,-1,-1,1100,274,1092,248,1098,198,1161,204,1179,240,1171,259,1109,144,1160,189,sports
1706,010687692.jpg,441,528,451,416,447,290,505,288,490,412,482,514,476,289,483,163,-1,-1,-1,-1,424,339,416,252,437,176,528,150,527,219,542,278,459,78,516,156,sports
1707,010687692.jpg,673,545,658,416,655,268,733,267,726,424,746,546,694,268,663,125,-1,-1,-1,-1,617,298,624,224,613,134,713,115,751,177,735,248,624,28,679,96,sports
1708,056731222.jpg,780,312,843,289,840,225,853,220,878,257,854,321,-1,-1,-1,-1,-1,-1,-1,-1,926,257,904,227,895,182,867,141,-1,-1,-1,-1,885,121,926,160,sports
1709,056731222.jpg,214,634,259,452,121,304,57,288,124,428,56,567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304,253,282,211,192,181,-1,-1,278,370,236,112,312,204,sports
1710,025656278.jpg,993,376,1002,358,1011,292,973,273,989,340,1001,372,992,283,1039,228,-1,-1,-1,-1,-1,-1,-1,-1,1059,245,1019,211,978,233,998,253,1035,185,1076,228,sports
1711,025656278.jpg,250,638,231,483,121,328,53,332,49,487,4,624,87,330,151,214,-1,-1,-1,-1,-1,-1,-1,-1,211,217,90,210,-1,-1,-1,-1,134,106,201,178,sports
1712,004341253.jpg,617,339,616,295,619,231,617,241,590,289,580,351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,613,154,630,140,642,178,626,227,562,104,608,147,sports
1713,004341253.jpg,301,268,315,226,306,184,326,187,-1,-1,313,270,316,186,-1,-1,-1,-1,-1,-1,298,176,280,152,297,124,329,126,335,155,349,165,313,82,347,117,sports
1714,063315138.jpg,357,259,-1,-1,373,202,340,203,-1,-1,332,261,-1,-1,356,148,-1,-1,-1,-1,387,186,383,171,371,148,340,148,342,182,337,193,336,118,360,140,sports
1715,063315138.jpg,452,405,456,356,447,248,511,247,499,371,490,471,479,248,488,121,-1,-1,-1,-1,426,233,407,192,431,119,544,123,548,192,566,205,479,19,539,101,sports
1716,095140334.jpg,234,380,309,327,311,237,326,244,372,295,391,370,319,241,-1,-1,-1,-1,-1,-1,345,224,337,178,356,136,330,131,290,189,-1,-1,336,73,383,130,sports
1717,060161182.jpg,466,324,469,275,484,229,455,226,434,283,437,338,470,228,467,155,-1,-1,-1,-1,-1,-1,500,196,484,159,450,150,441,185,416,226,440,107,474,147,sports
1718,060161182.jpg,316,302,300,251,292,196,252,211,240,260,236,320,272,204,258,139,-1,-1,-1,-1,327,146,311,143,285,134,230,144,219,182,221,210,243,94,276,128,sports
1719,081918886.jpg,-1,-1,553,455,589,380,482,365,490,443,-1,-1,536,373,563,236,-1,-1,-1,-1,637,353,630,312,625,253,501,219,463,304,470,342,546,137,600,200,sports
1720,081918886.jpg,322,257,344,227,346,181,330,177,-1,-1,343,236,338,179,354,133,-1,-1,-1,-1,402,158,385,157,366,134,342,132,326,148,-1,-1,345,97,373,130,sports
1721,081918886.jpg,640,260,633,226,645,183,620,181,617,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,647,130,623,133,627,165,612,182,616,96,644,127,sports
1722,088420646.jpg,-1,-1,209,331,194,288,257,285,231,353,235,398,-1,-1,226,203,-1,-1,-1,-1,259,251,212,263,191,207,260,199,-1,-1,240,285,199,157,238,202,sports
1723,088420646.jpg,512,357,506,306,503,251,464,243,462,318,460,381,484,247,488,153,-1,-1,-1,-1,536,248,535,211,517,157,459,149,445,200,-1,-1,473,93,513,136,sports
1724,022807977.jpg,561,394,532,323,513,286,467,274,437,301,443,377,490,280,488,182,-1,-1,-1,-1,542,251,530,221,518,177,457,187,451,221,437,259,462,103,502,152,sports
1725,022807977.jpg,565,188,560,169,556,153,540,154,543,170,545,188,548,154,548,124,-1,-1,-1,-1,-1,-1,564,142,558,124,537,123,531,141,-1,-1,538,100,555,120,sports
1726,022807977.jpg,412,256,419,213,443,188,453,189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400,189,415,168,428,146,429,143,448,163,446,196,401,109,427,141,sports
1727,021204484.jpg,463,252,457,219,445,188,421,189,415,218,401,251,433,189,433,140,-1,-1,-1,-1,463,186,460,167,453,139,413,140,410,167,-1,-1,425,106,448,129,sports
1728,021204484.jpg,705,414,708,351,722,283,680,286,654,352,659,421,701,285,697,176,-1,-1,-1,-1,758,253,759,216,730,169,664,182,654,234,641,271,666,102,714,152,sports
1729,021204484.jpg,-1,-1,162,408,127,335,82,335,126,409,-1,-1,105,335,123,224,-1,-1,-1,-1,184,343,157,292,155,227,91,221,-1,-1,-1,-1,104,155,159,202,sports
1730,061098099.jpg,319,288,318,248,317,208,279,218,282,249,277,268,298,213,295,139,-1,-1,-1,-1,339,196,332,172,314,140,276,137,258,164,269,187,287,88,314,123,sports
1731,061098099.jpg,473,430,460,366,453,301,392,302,387,364,370,426,423,302,426,192,-1,-1,-1,-1,481,290,485,257,466,194,386,189,366,250,371,284,414,115,456,166,sports
1732,061098099.jpg,-1,-1,-1,-1,483,154,461,160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,479,113,467,110,464,135,458,152,463,87,480,107,sports
1733,041102847.jpg,465,232,471,199,466,168,441,162,443,199,437,230,454,165,462,122,-1,-1,-1,-1,481,167,477,147,478,122,445,121,436,145,445,162,457,91,480,110,sports
1734,041102847.jpg,762,463,-1,-1,823,324,767,352,728,434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,832,291,826,252,797,202,732,239,742,302,717,347,729,141,777,205,sports
1735,041102847.jpg,196,467,206,400,174,360,92,348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197,361,157,320,158,232,82,220,-1,-1,-1,-1,92,150,155,209,sports
1736,083986130.jpg,365,262,354,225,344,186,318,176,301,223,286,254,331,181,347,126,-1,-1,-1,-1,-1,-1,374,158,363,131,330,120,312,157,-1,-1,347,95,370,120,sports
1737,090002312.jpg,449,267,472,248,471,218,493,214,506,241,498,285,482,216,-1,-1,-1,-1,-1,-1,458,209,467,188,487,162,499,148,-1,-1,-1,-1,488,119,517,151,sports
1738,090002312.jpg,205,319,210,271,198,229,175,229,182,272,166,304,187,229,-1,-1,-1,-1,-1,-1,224,229,208,197,200,155,166,151,-1,-1,-1,-1,170,102,205,141,sports
1832,012771348.jpg,891,804,792,708,843,590,790,602,715,711,778,848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,701,451,629,470,650,571,646,638,580,396,663,485,winter activities
1833,082606763.jpg,915,927,890,723,912,585,1001,578,1028,735,1030,927,957,582,965,379,-1,-1,-1,-1,850,583,842,458,883,376,1047,381,1107,458,1196,484,922,235,1009,343,winter activities
1834,078202809.jpg,947,927,892,761,926,610,1043,614,1051,766,1034,908,-1,-1,932,426,-1,-1,-1,-1,796,674,815,559,846,456,1017,395,1089,533,1072,638,867,335,948,448,winter activities
1835,070874470.jpg,940,910,956,764,930,565,1050,577,1074,766,1057,913,990,571,-1,-1,-1,-1,-1,-1,1002,279,913,354,983,320,1074,313,1122,435,1098,361,1004,180,1102,276,winter activities
1836,070874470.jpg,-1,-1,1874,611,1794,554,1745,578,1747,621,1704,740,-1,-1,-1,-1,-1,-1,-1,-1,1737,597,1717,537,1735,457,1723,451,-1,-1,-1,-1,1722,367,1789,430,winter activities
1837,003616038.jpg,898,948,884,794,864,598,1034,612,1009,782,1009,951,949,605,-1,-1,-1,-1,-1,-1,829,347,808,457,898,319,1055,351,-1,-1,1089,563,924,204,1011,307,winter activities
1845,087797432.jpg,-1,-1,942,700,872,490,1001,486,982,696,-1,-1,937,488,942,283,-1,-1,-1,-1,785,376,834,374,860,281,1023,285,1023,401,968,431,878,120,987,248,conditioning exercise
1846,087797432.jpg,-1,-1,654,654,452,468,543,446,723,559,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,454,503,410,361,415,183,518,179,-1,-1,-1,-1,446,0,561,125,conditioning exercise
1847,086805669.jpg,555,714,-1,-1,477,423,541,423,634,652,-1,-1,-1,-1,725,350,-1,-1,-1,-1,799,574,665,532,677,346,772,353,725,503,812,516,739,194,881,346,conditioning exercise
1848,086805669.jpg,-1,-1,-1,-1,912,511,1000,527,-1,-1,-1,-1,-1,-1,963,283,-1,-1,-1,-1,-1,-1,859,400,874,280,1052,285,1068,420,-1,-1,919,117,1001,242,conditioning exercise
1849,080592540.jpg,822,718,812,638,820,483,942,489,918,642,918,713,881,486,883,267,-1,-1,-1,-1,-1,-1,797,372,795,269,971,265,969,378,-1,-1,832,106,936,238,conditioning exercise
1850,080592540.jpg,-1,-1,518,688,371,454,452,452,634,549,-1,-1,412,453,542,200,-1,-1,-1,-1,299,338,288,191,479,168,605,231,671,332,799,433,517,14,630,162,conditioning exercise
1851,079003044.jpg,-1,-1,895,709,900,547,1038,568,1021,707,-1,-1,-1,-1,984,312,-1,-1,-1,-1,-1,-1,859,412,895,316,1072,308,1083,444,1081,553,913,149,1026,277,conditioning exercise
1852,079003044.jpg,-1,-1,657,603,410,493,489,487,617,698,-1,-1,-1,-1,594,250,-1,-1,-1,-1,828,487,681,406,524,247,663,253,735,381,857,462,568,25,678,191,conditioning exercise
1853,030467914.jpg,-1,-1,861,704,887,542,1032,554,993,719,-1,-1,960,548,975,309,-1,-1,-1,-1,766,410,848,429,884,305,1065,312,1063,440,1062,561,919,154,1019,281,conditioning exercise
1854,030467914.jpg,-1,-1,628,638,439,413,514,406,-1,-1,-1,-1,-1,-1,679,223,-1,-1,-1,-1,632,419,485,342,597,189,760,257,843,371,989,464,694,4,812,177,conditioning exercise
1855,017352451.jpg,-1,-1,-1,-1,-1,-1,82,207,63,284,67,350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,122,70,181,53,218,3,35,55,106,conditioning exercise
1856,017352451.jpg,-1,-1,178,287,176,228,259,232,251,301,268,355,-1,-1,212,119,-1,-1,-1,-1,160,216,156,179,164,115,260,123,261,182,249,218,186,37,232,99,conditioning exercise
1857,017352451.jpg,-1,-1,-1,-1,274,209,314,210,319,270,318,338,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259,123,321,114,335,159,318,197,261,58,315,113,conditioning exercise
1858,017352451.jpg,-1,-1,378,349,383,287,455,282,462,354,460,436,419,285,418,141,-1,-1,-1,-1,379,269,360,200,369,143,466,139,463,191,444,259,383,58,443,136,conditioning exercise
1859,017352451.jpg,522,295,521,235,527,190,565,190,-1,-1,-1,-1,-1,-1,554,109,-1,-1,-1,-1,523,192,513,155,513,107,594,110,-1,-1,-1,-1,527,47,573,94,conditioning exercise
1860,017352451.jpg,575,430,577,312,577,227,642,226,644,268,650,330,-1,-1,614,142,-1,-1,-1,-1,581,243,575,194,566,140,661,144,660,199,667,244,599,80,648,140,conditioning exercise
1861,017352451.jpg,-1,-1,-1,-1,664,176,691,178,-1,-1,-1,-1,-1,-1,682,114,-1,-1,-1,-1,-1,-1,-1,-1,651,116,712,111,710,155,714,188,667,59,705,103,conditioning exercise
1862,017352451.jpg,759,336,772,239,745,227,818,233,-1,-1,-1,-1,-1,-1,798,134,-1,-1,-1,-1,777,220,762,187,756,138,839,130,847,184,-1,-1,775,50,821,114,conditioning exercise
1863,017352451.jpg,-1,-1,-1,-1,126,181,169,182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,182,108,143,112,117,169,112,-1,-1,-1,-1,119,52,155,102,conditioning exercise
1864,069495109.jpg,-1,-1,-1,-1,638,335,741,345,-1,-1,-1,-1,-1,-1,694,140,-1,-1,-1,-1,618,356,581,249,623,142,764,138,-1,-1,-1,-1,673,27,751,124,conditioning exercise
1865,069495109.jpg,-1,-1,-1,-1,169,378,240,372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122,222,252,216,-1,-1,252,375,118,87,216,189,conditioning exercise
1866,069495109.jpg,-1,-1,-1,-1,368,449,506,449,-1,-1,-1,-1,437,449,439,216,-1,-1,-1,-1,-1,-1,277,371,339,213,539,219,589,374,-1,-1,397,45,498,167,conditioning exercise
1867,034609973.jpg,-1,-1,-1,-1,248,210,287,213,-1,-1,-1,-1,-1,-1,251,118,-1,-1,-1,-1,-1,-1,212,154,220,124,282,112,-1,-1,-1,-1,212,62,255,109,conditioning exercise
1868,034609973.jpg,370,319,357,259,396,209,437,204,398,279,437,339,-1,-1,367,118,-1,-1,-1,-1,-1,-1,-1,-1,324,120,409,115,417,202,-1,-1,317,31,377,104,conditioning exercise
1869,034609973.jpg,-1,-1,-1,-1,643,203,722,216,690,289,720,355,-1,-1,669,123,-1,-1,-1,-1,610,194,625,161,627,125,710,121,700,183,660,202,634,61,684,119,conditioning exercise
1870,034609973.jpg,-1,-1,-1,-1,742,200,796,203,776,219,786,290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,731,120,792,117,789,165,771,197,732,71,773,115,conditioning exercise
1871,034609973.jpg,-1,-1,495,241,526,209,554,208,529,246,538,314,540,209,526,145,-1,-1,-1,-1,-1,-1,483,181,502,149,549,141,558,186,526,200,493,92,541,141,conditioning exercise
1872,097561020.jpg,-1,-1,385,281,389,223,453,217,455,278,461,367,-1,-1,419,130,-1,-1,-1,-1,371,209,371,166,378,131,459,128,459,182,460,210,397,65,450,136,conditioning exercise
1873,097561020.jpg,-1,-1,555,257,558,211,599,208,613,252,-1,-1,-1,-1,581,131,-1,-1,-1,-1,567,200,549,182,545,132,617,129,622,176,609,196,563,77,608,140,conditioning exercise
1874,097561020.jpg,693,276,709,202,686,185,735,183,756,188,759,268,-1,-1,732,110,-1,-1,-1,-1,703,175,697,154,695,110,769,110,774,150,781,176,720,55,761,118,conditioning exercise
1875,097561020.jpg,-1,-1,-1,-1,791,172,825,166,828,184,-1,-1,808,169,801,103,-1,-1,-1,-1,-1,-1,-1,-1,777,105,824,100,838,123,840,147,781,48,816,95,conditioning exercise
1876,097561020.jpg,573,320,551,246,544,205,606,202,615,249,-1,-1,-1,-1,584,128,-1,-1,-1,-1,-1,-1,608,185,616,130,551,125,552,188,579,199,625,64,657,103,conditioning exercise
1877,097561020.jpg,-1,-1,-1,-1,308,174,336,173,337,193,344,251,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,297,118,347,109,358,148,344,167,295,55,335,104,conditioning exercise
1878,097561020.jpg,-1,-1,189,201,192,161,219,164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,161,155,165,132,178,102,224,102,-1,-1,-1,-1,183,61,210,96,conditioning exercise
1879,097561020.jpg,-1,-1,61,227,87,171,130,174,134,257,141,341,109,173,97,109,-1,-1,-1,-1,40,182,44,156,59,107,135,111,146,159,129,190,67,44,112,95,conditioning exercise
1880,097561020.jpg,-1,-1,235,269,233,178,279,176,285,205,293,293,256,177,256,107,-1,-1,-1,-1,195,183,195,155,220,105,292,108,310,159,291,193,238,49,278,101,conditioning exercise
1881,097561020.jpg,-1,-1,512,179,511,160,541,159,-1,-1,-1,-1,-1,-1,530,93,-1,-1,-1,-1,504,160,491,140,500,94,559,92,-1,-1,-1,-1,510,50,549,94,conditioning exercise
1882,064097208.jpg,-1,-1,88,440,91,285,164,291,193,390,-1,-1,128,288,149,130,-1,-1,-1,-1,88,227,60,217,85,127,213,133,260,219,173,240,121,18,183,104,conditioning exercise
1883,064097208.jpg,-1,-1,650,435,631,302,721,296,-1,-1,740,464,676,299,682,166,-1,-1,-1,-1,645,243,591,250,618,166,745,166,760,264,713,252,652,58,713,138,conditioning exercise
1884,064097208.jpg,-1,-1,-1,-1,219,290,253,281,295,299,277,419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210,168,291,170,304,224,277,268,206,88,281,170,conditioning exercise
1885,064097208.jpg,-1,-1,-1,-1,376,328,454,329,-1,-1,-1,-1,415,329,419,169,-1,-1,-1,-1,339,263,320,267,351,171,487,167,527,253,489,322,392,45,466,138,conditioning exercise
1886,064097208.jpg,560,461,569,365,565,250,620,247,-1,-1,-1,-1,-1,-1,599,127,-1,-1,-1,-1,551,251,541,198,548,127,650,126,-1,-1,-1,-1,574,29,625,103,conditioning exercise
1887,064097208.jpg,-1,-1,-1,-1,735,233,784,232,-1,-1,-1,-1,-1,-1,754,134,-1,-1,-1,-1,-1,-1,-1,-1,708,136,799,131,818,201,837,253,740,51,785,104,conditioning exercise
1888,082248056.jpg,-1,-1,-1,-1,229,259,259,243,219,301,233,376,-1,-1,-1,-1,-1,-1,-1,-1,114,268,143,227,160,184,206,185,202,252,161,302,139,145,187,198,conditioning exercise
1889,082248056.jpg,-1,-1,280,133,292,96,317,102,297,131,327,161,-1,-1,279,52,-1,-1,-1,-1,245,103,257,83,262,51,296,52,303,94,285,112,263,10,292,47,conditioning exercise
1890,082248056.jpg,-1,-1,-1,-1,434,90,464,89,-1,-1,-1,-1,-1,-1,427,50,-1,-1,-1,-1,-1,-1,-1,-1,411,49,442,51,454,81,444,99,410,15,439,47,conditioning exercise
1891,082248056.jpg,-1,-1,-1,-1,416,137,447,141,430,169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,357,135,374,126,396,101,424,103,426,145,400,155,378,67,416,105,conditioning exercise
1892,082248056.jpg,-1,-1,-1,-1,428,247,475,249,-1,-1,466,315,-1,-1,-1,-1,-1,-1,-1,-1,341,264,378,245,390,199,451,206,443,274,413,295,389,177,424,217,conditioning exercise
1893,082248056.jpg,605,319,-1,-1,629,250,665,260,640,331,636,394,647,255,620,203,-1,-1,-1,-1,550,260,577,229,592,195,648,210,658,268,633,290,603,135,644,177,conditioning exercise
1894,082248056.jpg,-1,-1,536,210,557,167,589,180,-1,-1,588,252,-1,-1,-1,-1,-1,-1,-1,-1,505,164,526,131,542,120,579,123,601,161,573,180,536,83,566,125,conditioning exercise
1895,082248056.jpg,-1,-1,693,186,716,162,737,162,731,196,-1,-1,727,162,731,128,-1,-1,-1,-1,669,165,690,139,705,123,757,132,758,167,730,191,714,85,746,128,conditioning exercise
1896,082248056.jpg,-1,-1,765,255,796,210,830,231,816,287,800,355,813,221,819,166,-1,-1,-1,-1,740,220,763,192,795,159,843,173,-1,-1,834,248,800,111,831,156,conditioning exercise
1897,082248056.jpg,-1,-1,-1,-1,229,178,261,180,-1,-1,-1,-1,-1,-1,212,132,-1,-1,-1,-1,-1,-1,-1,-1,190,131,233,133,237,183,-1,-1,168,84,208,129,conditioning exercise
1898,013252467.jpg,142,440,122,329,160,278,218,284,225,378,233,460,189,281,186,151,-1,-1,-1,-1,146,166,126,236,136,153,235,149,232,225,179,163,133,56,199,140,conditioning exercise
1899,013252467.jpg,-1,-1,386,452,391,327,478,333,494,444,-1,-1,-1,-1,442,204,-1,-1,-1,-1,481,336,492,273,499,207,385,201,386,287,-1,-1,413,105,483,193,conditioning exercise
1900,013252467.jpg,-1,-1,634,397,625,307,699,298,714,392,-1,-1,-1,-1,684,191,-1,-1,-1,-1,627,297,602,268,627,183,741,199,741,265,728,318,666,117,721,194,conditioning exercise
1901,013252467.jpg,554,458,563,360,551,256,609,259,-1,-1,-1,-1,-1,-1,583,139,-1,-1,-1,-1,545,234,526,204,539,140,626,137,-1,-1,-1,-1,560,59,612,129,conditioning exercise
1902,013252467.jpg,-1,-1,-1,-1,239,276,303,277,311,360,306,468,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,230,174,312,169,325,219,313,268,237,100,293,166,conditioning exercise
1903,086201448.jpg,-1,-1,324,252,420,236,471,226,426,329,-1,-1,446,231,376,118,-1,-1,-1,-1,-1,-1,305,201,340,125,412,110,401,198,318,229,313,20,387,113,conditioning exercise
1904,086201448.jpg,-1,-1,-1,-1,776,241,819,245,798,364,-1,-1,798,243,765,135,-1,-1,-1,-1,-1,-1,699,207,713,138,817,131,790,213,-1,-1,706,56,779,145,conditioning exercise
1905,086201448.jpg,-1,-1,634,278,678,228,722,228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,616,192,642,152,706,152,-1,-1,669,217,630,91,682,146,conditioning exercise
1906,092275719.jpg,-1,-1,330,569,326,648,339,477,268,510,318,594,333,563,-1,-1,-1,-1,-1,-1,319,466,-1,-1,331,407,348,403,358,442,346,490,307,352,358,391,conditioning exercise
1907,092275719.jpg,682,636,676,532,689,452,716,437,639,429,629,535,703,445,698,327,-1,-1,-1,-1,-1,-1,-1,-1,671,336,724,317,-1,-1,-1,-1,657,252,714,310,conditioning exercise
1908,092275719.jpg,925,579,882,443,922,311,964,245,821,196,837,345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,856,166,937,113,985,199,1011,303,842,52,910,117,conditioning exercise
1909,092275719.jpg,472,626,464,485,504,368,527,339,395,355,435,488,-1,-1,-1,-1,-1,-1,-1,-1,440,318,-1,-1,483,280,507,219,546,272,555,341,441,152,509,223,conditioning exercise
1910,092275719.jpg,555,644,544,590,567,524,568,523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,538,518,-1,-1,558,486,573,467,588,498,553,492,541,429,572,459,conditioning exercise
1911,048706192.jpg,-1,-1,834,448,890,309,971,259,838,245,907,437,-1,-1,804,148,-1,-1,-1,-1,-1,-1,-1,-1,752,193,855,102,787,214,-1,-1,713,72,823,168,conditioning exercise
1918,013516629.jpg,538,537,560,447,585,352,551,338,558,433,583,556,568,345,572,220,-1,-1,-1,-1,610,354,617,280,601,212,542,227,558,297,599,358,510,132,584,197,walking
1943,030625362.jpg,750,437,759,345,752,268,687,259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,802,205,766,152,696,152,-1,-1,-1,-1,696,80,770,149,bicycling
1944,062389584.jpg,275,345,288,272,299,229,323,235,331,276,334,345,311,232,317,153,-1,-1,-1,-1,284,239,282,192,293,157,340,149,359,185,339,233,304,109,335,146,bicycling
1945,019462251.jpg,384,350,389,289,397,226,324,220,326,261,328,306,361,223,377,142,-1,-1,-1,-1,419,220,426,179,415,145,339,139,318,169,-1,-1,355,109,396,147,bicycling
1946,036775935.jpg,670,606,673,535,669,484,632,479,624,524,614,568,651,482,-1,-1,-1,-1,-1,-1,713,449,697,399,683,376,610,368,-1,-1,-1,-1,630,304,674,345,bicycling
1947,076028982.jpg,644,417,633,368,568,377,586,361,637,363,670,403,-1,-1,-1,-1,-1,-1,-1,-1,586,389,567,361,557,322,568,320,-1,-1,-1,-1,541,287,577,322,water activities
1948,076028982.jpg,-1,-1,633,350,590,370,595,366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,600,347,580,313,584,310,-1,-1,-1,-1,570,264,604,301,water activities
1949,013710971.jpg,-1,-1,-1,-1,746,399,776,394,737,368,713,410,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,753,328,807,339,808,372,797,406,767,301,797,328,water activities
1950,013710971.jpg,-1,-1,-1,-1,713,378,728,382,687,363,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,726,333,751,337,-1,-1,-1,-1,723,301,743,323,water activities
